SMILES,y_true,p_ens,max_sim_rest,sim_bin
N#Cc1cscn1,0,0.19613683,,
N#Cc1ccncc1,0,0.2016086,,
N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,1,0.73448956,,
N1(C(CCC1=O)C(=O)N(c1cncc(F)c1)C(c1ccccc1Cl)C(=O)NC1CC(F)(C1)F)c1cc(C#N)ccn1,1,0.7671992,,
O=C1CCC(N1c1nccc(c1)C#N)C(N(C(C(=O)NC1CC(C1)(F)F)c1c(cccc1)Cl)c1cc(F)cnc1)=O,1,0.7490357,,
O=C1N(C(CC1)C(N(C(c1ccccc1Cl)C(=O)NC1CC(C1)(F)F)c1cncc(c1)F)=O)c1cc(ccn1)C#N,1,0.75045574,,
FC1(F)CC(C1)NC(=O)C(N(C(C1N(C(=O)CC1)c1cc(ccn1)C#N)=O)c1cc(cnc1)F)c1c(Cl)cccc1,1,0.75703156,,
N#Cc1ccnc(c1)N1C(CCC1=O)C(=O)N(c1cc(cnc1)F)C(c1ccccc1Cl)C(NC1CC(F)(F)C1)=O,1,0.7262051,,
N#Cc1cccnc1,0,0.21640815,,
N#Cc1ccc(C(=O)O)cc1,0,0.21073294,,
N#Cc1ccccc1O,0,0.20148325,,
N#Cc1ccccc1N,0,0.21040067,,
N#Cc1ccccc1Cl,0,0.22941631,,
N#Cc1ccccc1C#N,0,0.20785953,,
N#Cc1ccccc1,0,0.20980445,,
N#Cc1cccc(C#N)c1,0,0.21373706,,
N#Cc1ccc(O)cc1,0,0.20318511,,
N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,0,0.33278698,,
N#Cc1ccc(Cl)cc1,0,0.2345224,,
N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,1,0.36631557,,
c1cc(C#N)ccc1CC(c1cccc(C(F)(F)F)c1)=O,1,0.6138431,,
c1(C(Cc2ccc(C#N)cc2)=O)cccc(C(F)(F)F)c1,1,0.61384314,,
O=C(Cc1ccc(C#N)cc1)c1cc(C(F)(F)F)ccc1,1,0.42243046,,
c1(cc(C(F)(F)F)ccc1)C(=O)Cc1ccc(C#N)cc1,1,0.61384314,,
FC(F)(F)c1cccc(C(=O)Cc2ccc(cc2)C#N)c1,1,0.53539616,,
N#Cc1ccc(C2CCCc3cncn32)cc1,0,0.37936777,,
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1,0.39559722,,
c1ncn(C(c2ccc(C#N)cc2)c2ccc(C#N)cc2)n1,1,0.6225161,,
c1c(C(n2cncn2)c2ccc(C#N)cc2)ccc(c1)C#N,1,0.62102294,,
n1cn(nc1)C(c1ccc(C#N)cc1)c1ccc(C#N)cc1,1,0.6225161,,
C(n1cncn1)(c1ccc(C#N)cc1)c1ccc(cc1)C#N,1,0.62102294,,
c1c(ccc(c1)C(n1cncn1)c1ccc(cc1)C#N)C#N,1,0.62102294,,
N#Cc1ccccn1,0,0.20203456,,
N#CC(Cl)(Cl)Cl,0,0.18995532,,
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,1,0.6177467,,
c1c(Cl)ccc(c1)CCC(c1ccccc1)(C#N)Cn1cncn1,1,0.6891701,,
c1ccc(cc1)C(C#N)(Cn1ncnc1)CCc1ccc(cc1)Cl,1,0.6884906,,
Clc1ccc(CCC(Cn2cncn2)(c2ccccc2)C#N)cc1,1,0.6734272,,
n1(CC(CCc2ccc(Cl)cc2)(c2ccccc2)C#N)cncn1,1,0.6871743,,
n1n(CC(c2ccccc2)(CCc2ccc(Cl)cc2)C#N)cnc1,1,0.6871744,,
N#CC(C#N)=Cc1ccc(O)c(O)c1,0,0.33668542,,
N#CC(C#N)=C(C#N)C#N,0,0.20431249,,
N#CC(Br)Br,0,0.20096576,,
N#CC(Br)(Br)C(N)=O,0,0.2896582,,
N#CBr,0,0.17877127,,
N#C/C=C/c1ccccc1,0,0.21447124,,
N#C/C=C/C#N,0,0.16108674,,
N#C/C(N)=C(/N)C#N,0,0.17094702,,
N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1,0,0.4227722,,
II,0,0.094970405,,
N#CCc1cccc(C(F)(F)F)c1,0,0.2584419,,
IC(I)I,0,0.22714686,,
IC(I)=C(I)I,0,0.187557,,
Fc1ccccc1[C@@H](F)COC1CCC(Nc2ncnc3[nH]ncc23)CC1,0,0.64801127,,
Fc1ccccc1-c1ccccc1,0,0.3307746,,
Fc1ccccc1,0,0.20334676,,
Fc1cccc(Cl)c1CCl,0,0.28531787,,
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1,0.6024114,,
c1c(ccc([C@H]2[C@@H](CNCC2)COc2cc3OCOc3cc2)c1)F,1,0.63972276,,
c1c2c(cc(c1)OC[C@H]1[C@@H](CCNC1)c1ccc(cc1)F)OCO2,1,0.69235355,,
c1cc(cc2c1OCO2)OC[C@H]1[C@H](c2ccc(F)cc2)CCNC1,1,0.6929177,,
c1cc(OC[C@H]2[C@@H](CCNC2)c2ccc(F)cc2)cc2c1OCO2,1,0.6929177,,
c12ccc(cc1OCO2)OC[C@@H]1CNCC[C@H]1c1ccc(F)cc1,1,0.69498277,,
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,1,0.54901147,,
c1(ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1)F,1,0.6594098,,
c1c(Oc2c3c(cc(cc3ncc2)Cl)Cl)ccc(F)c1,1,0.6712482,,
c12c(Oc3ccc(F)cc3)ccnc1cc(Cl)cc2Cl,1,0.6645465,,
c1c(Oc2ccc(F)cc2)c2c(cc(cc2nc1)Cl)Cl,1,0.6741824,,
c1(F)ccc(Oc2c3c(Cl)cc(cc3ncc2)Cl)cc1,1,0.6712482,,
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,1,0.6024114,,
c1c(C2CCNCC2COc2cc3OCOc3cc2)ccc(F)c1,1,0.6372806,,
c1cc(OCC2C(c3ccc(cc3)F)CCNC2)cc2c1OCO2,1,0.6929177,,
C1Oc2cc(OCC3CNCCC3c3ccc(F)cc3)ccc2O1,1,0.6955828,,
c12OCOc1cc(OCC1C(c3ccc(cc3)F)CCNC1)cc2,1,0.6929177,,
c1c(OCC2CNCCC2c2ccc(cc2)F)cc2OCOc2c1,1,0.69498277,,
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,0,0.65355635,,
Fc1ccc(Br)cc1,0,0.21788475,,
Fc1cc(Br)ccc1CBr,0,0.22684418,,
ICCc1ccccc1,0,0.35144362,,
N#CCc1ccc(Cl)cc1Cl,0,0.23637119,,
N#CCc1ccc(Cl)cc1,0,0.2251868,,
N#CCNCC#N,0,0.17608796,,
N#CCN(CC#N)CCN(CC#N)CC#N,0,0.20700714,,
N#CCCSCCC#N,0,0.19619548,,
N#CCCOCCOCCC#N,0,0.21288255,,
N#CCCOCCC#N,0,0.20612915,,
N#CCCO,0,0.18624662,,
N#CCCNCCC#N,0,0.21085584,,
N#CCCN(CCO)CCO,0,0.23346107,,
N#CCCCl,0,0.18265983,,
N#CCCCCC#N,0,0.18364954,,
N#CC(Cl)Cl,0,0.17823045,,
N#CCCC(Br)(C#N)CBr,1,0.44275713,,
BrC(CCC#N)(C#N)CBr,1,0.4308859,,
C(#N)C(CCC#N)(CBr)Br,1,0.48360363,,
C(Br)C(Br)(C#N)CCC#N,1,0.48360366,,
N#CC(CBr)(Br)CCC#N,1,0.45399722,,
N#CCCC(Br)(CBr)C#N,1,0.44275713,,
N#CCCC#N,0,0.17663346,,
N#CCC(=O)O,0,0.16797604,,
N#CCC(=O)NN,0,0.1702594,,
N#CCC#N,0,0.1662738,,
N#CCBr,0,0.16617674,,
N#CC1(c2ccc(F)cc2)CCC(=O)CC1,0,0.32070813,,
N#CC1(O)CCCCC1,0,0.2191397,,
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,1,0.38812888,,
C1CCCCC1(N=NC1(CCCCC1)C#N)C#N,1,0.45940816,,
N(C1(C#N)CCCCC1)=NC1(C#N)CCCCC1,1,0.46728998,,
N(=NC1(CCCCC1)C#N)C1(CCCCC1)C#N,1,0.46728998,,
N#CC1(CCCCC1)N=NC1(C#N)CCCCC1,1,0.3881289,,
C1CC(CCC1)(C#N)N=NC1(CCCCC1)C#N,1,0.45940813,,
N#CC1(N)CCCCC1,0,0.24147344,,
N#CC(c1ccccc1)c1ccccc1,0,0.26488382,,
N#CC(O)c1ccccc1,0,0.20974484,,
N#CCCCC(C#N)CCC#N,0,0.19483697,,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0,0.2690496,,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,0,0.28578278,,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,0,0.29613072,,
NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1,1,0.5733068,,
c1(nc(n[n-]1)-c1cc(ccc1)-c1c(OCC(F)(F)C(F)(F)F)ccc(F)c1)C(N)=O,1,0.671666,,
C(C(COc1ccc(F)cc1-c1cc(-c2nc([n-]n2)C(N)=O)ccc1)(F)F)(F)(F)F,1,0.66041064,,
n1c(n[n-]c1C(N)=O)-c1cccc(c1)-c1cc(ccc1OCC(F)(F)C(F)(F)F)F,1,0.671666,,
n1[n-]c(nc1-c1cccc(-c2cc(F)ccc2OCC(C(F)(F)F)(F)F)c1)C(=O)N,1,0.67166597,,
FC(C(F)(F)F)(COc1ccc(cc1-c1cccc(c1)-c1n[n-]c(n1)C(=O)N)F)F,1,0.6449718,,
NC(=O)c1cnccn1,0,0.19772165,,
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0,0.30900228,,
NC(=O)c1ccncc1,0,0.20079449,,
NC(=O)c1cccnc1,0,0.20513052,,
NC(=O)c1ccccc1[N+](=O)[O-],0,0.22188279,,
NC(=O)c1ccccc1O,0,0.21233061,,
NC(=O)c1ccccc1N,0,0.21035004,,
N=C(N)[Se],0,0.1965169,,
NC(=O)c1ccccc1C(N)=O,0,0.20683637,,
NC(=O)c1ccccc1,0,0.20532155,,
NC(=O)c1cccc([N+](=O)[O-])c1,0,0.22848108,,
NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0,0.24193278,,
NC(=O)c1ccc([N+](=O)[O-])cc1,0,0.2208572,,
NC(=O)c1ccc(N)nc1,0,0.21055606,,
NC(=O)c1ccc(N)cc1,0,0.20882727,,
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,0,0.5653139,,
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0,0.22587374,,
NC(=O)c1c(Cl)cccc1Cl,0,0.2628179,,
NC(=O)[C@@H]1CSSCCC(=O)N[C@@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@H]2C(=O)N1,0,0.58734584,,
NC(=O)OCCCc1ccccc1,0,0.3406006,,
NC(=O)c1ccccc1Cl,0,0.22598574,,
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,1,0.49512374,,
C(c1nc(sc1)N=C(N)N)SCCC(=NS(N)(=O)=O)N,1,0.5528991,,
n1c(scc1CSCCC(N)=NS(=O)(=O)N)N=C(N)N,1,0.5528991,,
c1(N=C(N)N)nc(CSCCC(=NS(N)(=O)=O)N)cs1,1,0.5379597,,
N(=C(N)N)c1nc(cs1)CSCCC(=NS(=O)(=O)N)N,1,0.5454355,,
C(SCc1nc(sc1)N=C(N)N)CC(=NS(N)(=O)=O)N,1,0.5096675,,
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0,0.36138168,,
NC(N)=NS(=O)(=O)c1ccc(N)cc1,0,0.2790277,,
NC(N)=NCCN1CCCCCCC1,0,0.33644363,,
NC(N)=NCCC[C@H](N)C(=O)O,0,0.27301598,,
NC(N)=NC(N)=NCCc1ccccc1,0,0.41217822,,
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,1,0.3983443,,
NC(N)=NC(=O)Cc1c(cccc1Cl)Cl,1,0.39834428,,
c1(cccc(c1CC(=O)N=C(N)N)Cl)Cl,1,0.48357117,,
NC(=NC(=O)Cc1c(cccc1Cl)Cl)N,1,0.39834434,,
c1(Cl)cccc(c1CC(=O)N=C(N)N)Cl,1,0.4835711,,
N(C(=O)Cc1c(cccc1Cl)Cl)=C(N)N,1,0.47719195,,
NC(N)=N/N=C/c1c(Cl)cccc1Cl,0,0.20930536,,
NC(Cc1ccc(F)cc1)C(=O)O,0,0.32407442,,
NC(Cc1ccc(Cl)cc1)C(=O)O,0,0.32338998,,
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],1,0.47598314,,
C(N)(Cc1cc(c(Oc2ccc(c(I)c2)O)c(I)c1)I)C(=O)[O-],1,0.584759,,
Oc1c(I)cc(Oc2c(cc(cc2I)CC(C([O-])=O)N)I)cc1,1,0.47543114,,
C(N)(C([O-])=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,1,0.584759,,
c1(I)c(c(I)cc(c1)CC(N)C(=O)[O-])Oc1ccc(O)c(I)c1,1,0.584759,,
c1c(CC(C([O-])=O)N)cc(I)c(c1I)Oc1cc(c(cc1)O)I,1,0.58475894,,
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],1,0.47263503,,
c1(CC(C([O-])=O)N)cc(I)c(Oc2cc(I)c(O)c(I)c2)c(c1)I,1,0.58505833,,
c1c(Oc2c(cc(CC(N)C(=O)[O-])cc2I)I)cc(c(c1I)O)I,1,0.5843913,,
Ic1cc(Oc2c(cc(cc2I)CC(C([O-])=O)N)I)cc(c1O)I,1,0.62227035,,
c1(c(O)c(I)cc(c1)Oc1c(cc(CC(C([O-])=O)N)cc1I)I)I,1,0.5843913,,
c1(cc(c(Oc2cc(I)c(O)c(c2)I)c(c1)I)I)CC(C(=O)[O-])N,1,0.58505833,,
NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,0,0.4627964,,
NC(Cc1c[nH]c2ccccc12)C(=O)O,0,0.38442397,,
NC(CSCC(=O)O)C(=O)O,0,0.24581882,,
NC(CS)C(=O)O,0,0.24117275,,
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0,0.34963048,,
NC(CCC(=O)O)C(=O)O,0,0.19878712,,
NC(=S)c1c(Cl)cccc1Cl,0,0.36402076,,
NC(=S)Nc1ccccc1,0,0.25343132,,
NC(=S)Nc1cccc2ccccc12,0,0.30405378,,
NC(=S)NNC(N)=S,0,0.20307046,,
NC(=S)NC(N)=S,0,0.18381521,,
NC(=S)N/N=C/c1cccnc1,0,0.19750471,,
NC(=S)C(N)=S,0,0.18801883,,
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1,0.38458532,,
c1(cc(cc(I)c1Oc1cc(I)c(c(c1)I)O)CC(N)C(=O)O)I,1,0.5226885,,
C(C(C(=O)O)N)c1cc(c(Oc2cc(I)c(c(I)c2)O)c(c1)I)I,1,0.5226885,,
O=C(C(N)Cc1cc(c(Oc2cc(c(c(c2)I)O)I)c(I)c1)I)O,1,0.40313214,,
c1c(cc(c(c1I)O)I)Oc1c(I)cc(cc1I)CC(C(O)=O)N,1,0.529424,,
c1(cc(I)c(c(I)c1)Oc1cc(c(O)c(c1)I)I)CC(C(O)=O)N,1,0.5226886,,
NC(=O)CN1CCCC1=O,0,0.25494567,,
NC(=O)CI,0,0.1654388,,
NC(=O)CF,0,0.18045324,,
NC(=O)CCl,0,0.17501074,,
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,0,0.68146574,,
NC(=O)CC[C@@H](N)C(=O)O,0,0.21450384,,
NC(=O)CCCCC1CCSS1,0,0.2455486,,
NC(=O)CCCCC(N)=O,0,0.18653522,,
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,1,0.66254616,,
N(CC(N)=O)C(C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C1CSSCC(C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(NC(C(=O)NC(CC(N)=O)C(=O)N1)CCC(N)=O)=O)Cc1ccccc1)N)=O,1,0.67143977,,
N(C(C(CCCN=C(N)N)NC(C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(C(=O)NC(C(NC(CCC(=O)N)C(=O)NC(C(N1)=O)CC(=O)N)=O)Cc1ccccc1)Cc1ccc(cc1)O)=O)=O)CC(=O)N,1,0.67143977,,
C1(N)C(NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)N)C(=O)NC(CSSC1)C(N1CCCC1C(=O)NC(CCCN=C(N)N)C(NCC(N)=O)=O)=O)Cc1ccccc1)=O,1,0.66003764,,
c1cc(O)ccc1CC1C(=O)NC(Cc2ccccc2)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CSSCC(N)C(=O)N1)C(N1CCCC1C(=O)NC(C(=O)NCC(N)=O)CCCN=C(N)N)=O)CCC(N)=O,1,0.66003764,,
O=C1NC(C(NC(C(NC(C(=O)NC(CC(N)=O)C(NC(C(N2CCCC2C(NC(CCCN=C(N)N)C(=O)NCC(=O)N)=O)=O)CSSCC1N)=O)CCC(N)=O)=O)Cc1ccccc1)=O)Cc1ccc(cc1)O,1,0.63055456,,
NC(=O)C1CO1,0,0.1968514,,
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,1,0.73469746,,
c1cc(C(c2ccccc2)([C@H]2CN(CC2)CCc2cc3c(cc2)OCC3)C(N)=O)ccc1,1,0.7554377,,
c1(C(c2ccccc2)([C@H]2CN(CC2)CCc2cc3c(OCC3)cc2)C(=O)N)ccccc1,1,0.7554377,,
C(Cc1ccc2OCCc2c1)N1CC[C@@H](C(c2ccccc2)(C(=O)N)c2ccccc2)C1,1,0.7555553,,
C1N(CCc2cc3c(OCC3)cc2)CC[C@H]1C(C(=O)N)(c1ccccc1)c1ccccc1,1,0.7554376,,
C(C([C@H]1CN(CC1)CCc1ccc2OCCc2c1)(c1ccccc1)c1ccccc1)(N)=O,1,0.7554376,,
NC(=O)C(Cl)Cl,0,0.18239002,,
NC(=O)OCC(COC(N)=O)c1ccccc1,0,0.34464592,,
NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0,0.19899848,,
NC(=O)/N=N/C(N)=O,0,0.15746503,,
NC(=Nc1ccccc1)Nc1ccccc1,0,0.40740514,,
N=c1nc(N2CCCCC2)cc(N)n1O,0,0.26894855,,
N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0,0.31855744,,
N=C1N=C(N)c2ccccc21,0,0.29411232,,
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0,0.43202567,,
N=C(N=C(N)N)N1CCOCC1,0,0.34610498,,
N=C(N)c1ccccc1,0,0.23666736,,
N=C(N)c1ccc2cc(OC(=O)c3ccc(N=C(N)N)cc3)ccc2c1,0,0.48341364,,
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,0,0.42969048,,
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,1,0.47675335,,
c1(ccc(cc1)OCCCCCOc1ccc(C(=N)N)cc1)C(N)=N,1,0.57879746,,
C(N)(c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1)=N,1,0.5787975,,
C(CCOc1ccc(cc1)C(=N)N)CCOc1ccc(cc1)C(=N)N,1,0.5371508,,
C(N)(c1ccc(cc1)OCCCCCOc1ccc(C(=N)N)cc1)=N,1,0.5787975,,
c1cc(ccc1OCCCCCOc1ccc(cc1)C(N)=N)C(N)=N,1,0.5787975,,
NC(=O)C(Cl)(Cl)Cl,0,0.19271265,,
NC(=O)O,0,0.16900276,,
NC(=O)Nc1nc2ccccc2[nH]1,0,0.28762972,,
NC(=O)Nc1ccccc1,0,0.22851236,,
NC(=O)Nc1ccc([As](=O)(O)O)cc1,0,0.21182677,,
NC(=O)Nc1ccc(Cl)cc1,0,0.25497115,,
NC(=O)Nc1ccc(Cl)c(Cl)c1,0,0.27007392,,
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0,0.20694713,,
NC(=O)NS(=O)(=O)c1ccc(N)cc1,0,0.21340463,,
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,0.23063418,,
NC(=O)NO,0,0.17054611,,
NC(=O)NNc1ccccc1,0,0.2591723,,
NC(=O)NNC(N)=O,0,0.18000665,,
NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,0.6845068,,
NC(=O)NC1N=C([O][Al])NC1=O,0,0.2746982,,
NC(=O)NC(N)=O,0,0.17835261,,
NC(=O)NC(=O)Cc1ccccc1,0,0.2564824,,
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1,0.48474473,,
c1c2c(N(c3c(cccc3)C(=O)C2)C(=O)N)ccc1,1,0.6171103,,
c1cc2c(cc1)CC(c1c(N2C(N)=O)cccc1)=O,1,0.62170696,,
C1C(c2ccccc2N(c2c1cccc2)C(N)=O)=O,1,0.62170696,,
O=C1c2ccccc2N(c2c(C1)cccc2)C(=O)N,1,0.49065453,,
c1ccc2N(c3c(CC(c2c1)=O)cccc3)C(=O)N,1,0.62170696,,
NC(=O)N1c2ccccc2C=Cc2ccccc21,1,0.39517167,,
N1(c2ccccc2C=Cc2c1cccc2)C(=O)N,1,0.58184016,,
c1cccc2c1N(C(N)=O)c1ccccc1C=C2,1,0.58184016,,
N1(c2ccccc2C=Cc2c1cccc2)C(N)=O,1,0.58184016,,
c12c(cccc2)C=Cc2ccccc2N1C(N)=O,1,0.58184016,,
c1cc2c(C=Cc3c(cccc3)N2C(=O)N)cc1,1,0.58184016,,
NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,0,0.44927,,
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0,0.19772096,,
NC(=O)N(O)[C@@H]1COc2cc(OCc3ccccc3)ccc21,0,0.47530466,,
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0,0.7207413,,
NC(=O)Cc1cccc2ccccc12,0,0.28839034,,
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0,0.36613628,,
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1,0.45019606,,
c1ccccc1C(c1ccccc1)[S+](CC(=O)N)[O-],1,0.6553737,,
c1ccccc1C(c1ccccc1)[S+](CC(=O)N)[O-],1,0.6553737,,
c1ccccc1C(c1ccccc1)[S+](CC(=O)N)[O-],1,0.6553737,,
c1ccccc1C(c1ccccc1)[S+](CC(=O)N)[O-],1,0.6553737,,
c1cc(ccc1)C([S+](CC(=O)N)[O-])c1ccccc1,1,0.6553737,,
C([S+](CC(=O)N)[O-])(c1ccccc1)c1ccccc1,1,0.6553737,,
C(C[S+]([O-])C(c1ccccc1)c1ccccc1)(N)=O,1,0.4814189,,
NC(=O)NC1NC(=O)NC1=O,1,0.30462122,,
O=C(N)NC1C(NC(N1)=O)=O,1,0.24886326,,
N(C(=O)N)C1NC(=O)NC1=O,1,0.41829577,,
C(NC1NC(=O)NC1=O)(N)=O,1,0.41444352,,
O=C1NC(C(NC(N)=O)N1)=O,1,0.24840388,,
C(N)(NC1C(NC(N1)=O)=O)=O,1,0.41508856,,
ClCc1ccccc1CCl,0,0.22919041,,
ClCc1ccccc1,0,0.21865731,,
ClCc1cccc(Cl)c1,0,0.2472526,,
ClCc1ccc(Cl)cc1Cl,0,0.28497773,,
ClCOCCl,0,0.20092535,,
ClCCl,0,0.18424642,,
ClCCOP(OCCCl)OCCCl,0,0.19973567,,
ClCCOCOCCCl,0,0.22376631,,
ClCCOCCOCCCl,0,0.21509713,,
ClCCOCCCl,0,0.20680007,,
ClCCNCCCl,0,0.22797593,,
Fc1c(F)c(F)c(Br)c(F)c1F,0,0.26184082,,
ClCCN1CCCC1,0,0.27181125,,
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0,0.5217288,,
ClCCCl,0,0.17208609,,
ClCCCN1CCN(c2cccc(Cl)c2)CC1,1,0.5555005,,
C(CN1CCN(c2cc(ccc2)Cl)CC1)CCl,1,0.57633257,,
c1c(N2CCN(CCCCl)CC2)cc(Cl)cc1,1,0.675594,,
C1N(CCN(C1)c1cccc(Cl)c1)CCCCl,1,0.64925784,,
c1cc(N2CCN(CC2)CCCCl)cc(Cl)c1,1,0.675594,,
Clc1cc(ccc1)N1CCN(CCCCl)CC1,1,0.6099989,,
ClCCCCl,0,0.18743725,,
ClCCCCCCCl,0,0.20942819,,
ClCCCCBr,0,0.19068497,,
ClCCBr,0,0.1748109,,
ClCC1CO1,0,0.19600052,,
ClCC(Cl)Cl,0,0.18148069,,
ClCC(Cl)CCl,0,0.18836755,,
ClCC(Cl)(Cl)Cl,0,0.18062444,,
ClCCN1CCOCC1,0,0.2586432,,
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,1,0.7081374,,
c1n(CC(OCc2c(cccc2Cl)Cl)c2c(Cl)cc(cc2)Cl)cnc1,1,0.7136359,,
c1cc(C(OCc2c(Cl)cccc2Cl)Cn2ccnc2)c(cc1Cl)Cl,1,0.7181908,,
n1cn(CC(c2ccc(cc2Cl)Cl)OCc2c(Cl)cccc2Cl)cc1,1,0.7139782,,
c1c(c(c(Cl)cc1)COC(c1c(cc(cc1)Cl)Cl)Cn1ccnc1)Cl,1,0.71009,,
O(C(Cn1ccnc1)c1ccc(Cl)cc1Cl)Cc1c(cccc1Cl)Cl,1,0.70622665,,
Clc1ccc(C(Cl)(Cl)Cl)cn1,0,0.26320106,,
Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0,0.37957352,,
Clc1ccc(C(Cl)(Cl)Cl)cc1,0,0.3255721,,
Clc1ccc(-c2ccccc2)cc1,0,0.2590439,,
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0,0.47377142,,
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0,0.34534925,,
Clc1cc(Cl)nc(Cl)n1,0,0.19665946,,
Clc1cc(Cl)cc(Cl)c1,0,0.20887645,,
Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,1,0.47993508,,
C1CCCCN2Cc3c(Cl)cc(cc3N=C12)Cl,1,0.5928045,,
C1CC2N(Cc3c(cc(Cl)cc3N=2)Cl)CCC1,1,0.6469363,,
c1(Cl)c2CN3CCCCCC3=Nc2cc(c1)Cl,1,0.6287657,,
